Date,Season,Matchday,HomeTeam,AwayTeam,FTHG,FTAG
2022-03-13,2021/2022,26,Leverkusen,FC Koln,0,1
2022-03-13,2021/2022,26,Dortmund,Bielefeld,1,0
2022-03-16,2021/2022,26,Mainz,Dortmund,0,1
2022-03-18,2021/2022,26,Bochum,M'gladbach,0,2
2022-03-19,2021/2022,27,Greuther Furth,Freiburg,0,0
2022-03-19,2021/2022,27,Hertha,Hoffenheim,3,0
2022-03-19,2021/2022,27,Mainz,Bielefeld,4,0
2022-03-19,2021/2022,27,Stuttgart,Augsburg,3,2
2022-03-19,2021/2022,27,Bayern Munich,Union Berlin,4,0
2022-03-20,2021/2022,27,RB Leipzig,Ein Frankfurt,0,0
2022-03-20,2021/2022,27,Wolfsburg,Leverkusen,0,2
2022-03-20,2021/2022,27,FC Koln,Dortmund,1,1
2022-04-01,2021/2022,27,Union Berlin,FC Koln,1,0
2022-04-02,2021/2022,28,Hoffenheim,Bochum,1,2
2022-04-02,2021/2022,28,Dortmund,RB Leipzig,1,4
2022-04-02,2021/2022,28,Leverkusen,Hertha,2,1
2022-04-02,2021/2022,28,Freiburg,Bayern Munich,1,4
2022-04-02,2021/2022,28,Ein Frankfurt,Greuther Furth,0,0
2022-04-02,2021/2022,28,Bielefeld,Stuttgart,1,1
2022-04-03,2021/2022,28,Augsburg,Wolfsburg,3,0
2022-04-03,2021/2022,28,M'gladbach,Mainz,1,1
2022-04-06,2021/2022,28,Augsburg,Mainz,2,1
2022-04-08,2021/2022,29,Stuttgart,Dortmund,0,2
2022-04-09,2021/2022,29,Bayern Munich,Augsburg,1,0
2022-04-09,2021/2022,29,FC Koln,Mainz,3,2
2022-04-09,2021/2022,29,Greuther Furth,M'gladbach,0,2
2022-04-09,2021/2022,29,Wolfsburg,Bielefeld,4,0
2022-04-09,2021/2022,29,Hertha,Union Berlin,1,4
2022-04-10,2021/2022,29,Bochum,Leverkusen,0,0
2022-04-10,2021/2022,29,Ein Frankfurt,Freiburg,1,2
2022-04-10,2021/2022,29,RB Leipzig,Hoffenheim,3,0
2022-04-16,2021/2022,30,M'gladbach,FC Koln,1,3
2022-04-16,2021/2022,30,Mainz,Stuttgart,0,0
2022-04-16,2021/2022,30,Freiburg,Bochum,3,0
2022-04-16,2021/2022,30,Dortmund,Wolfsburg,6,1
2022-04-16,2021/2022,30,Augsburg,Hertha,0,1
2022-04-17,2021/2022,30,Bielefeld,Bayern Munich,0,3
2022-04-17,2021/2022,30,Hoffenheim,Greuther Furth,0,0
2022-04-17,2021/2022,30,Union Berlin,Ein Frankfurt,2,0
2022-04-17,2021/2022,30,Leverkusen,RB Leipzig,0,1
2022-04-22,2021/2022,31,Wolfsburg,Mainz,5,0
2022-04-23,2021/2022,31,Bayern Munich,Dortmund,3,1
2022-04-23,2021/2022,31,RB Leipzig,Union Berlin,1,2
2022-04-23,2021/2022,31,Greuther Furth,Leverkusen,1,4
2022-04-23,2021/2022,31,Freiburg,M'gladbach,3,3
2022-04-23,2021/2022,31,FC Koln,Bielefeld,3,1
2022-04-23,2021/2022,31,Ein Frankfurt,Hoffenheim,2,2
2022-04-24,2021/2022,31,Bochum,Augsburg,0,2
2022-04-24,2021/2022,31,Hertha,Stuttgart,2,0
2022-04-29,2021/2022,32,Union Berlin,Greuther Furth,1,1
2022-04-30,2021/2022,32,Hoffenheim,Freiburg,3,4
2022-04-30,2021/2022,32,Stuttgart,Wolfsburg,1,1
2022-04-30,2021/2022,32,Mainz,Bayern Munich,3,1
2022-04-30,2021/2022,32,Augsburg,FC Koln,1,4
2022-04-30,2021/2022,32,Bielefeld,Hertha,1,1
2022-04-30,2021/2022,32,Dortmund,Bochum,3,4
2022-05-02,2021/2022,32,Leverkusen,Ein Frankfurt,2,0
2022-05-02,2021/2022,32,M'gladbach,RB Leipzig,3,1
2022-05-06,2021/2022,33,Bochum,Bielefeld,2,1
2022-05-07,2021/2022,33,FC Koln,Wolfsburg,0,1
2022-05-07,2021/2022,33,Freiburg,Union Berlin,1,4
2022-05-07,2021/2022,33,Greuther Furth,Dortmund,1,3
2022-05-07,2021/2022,33,Hoffenheim,Leverkusen,2,4
2022-05-07,2021/2022,33,Hertha,Mainz,1,2
2022-05-08,2021/2022,33,Bayern Munich,Stuttgart,2,2
2022-05-08,2021/2022,33,Ein Frankfurt,M'gladbach,1,1
2022-05-08,2021/2022,33,RB Leipzig,Augsburg,4,0
2022-05-14,2021/2022,34,M'gladbach,Hoffenheim,5,1
2022-05-14,2021/2022,34,Stuttgart,FC Koln,2,1
2022-05-14,2021/2022,34,Mainz,Ein Frankfurt,2,2
2022-05-14,2021/2022,34,Union Berlin,Bochum,3,2
2022-05-14,2021/2022,34,Dortmund,Hertha,2,1
2022-05-14,2021/2022,34,Bielefeld,RB Leipzig,1,1
2022-05-14,2021/2022,34,Augsburg,Greuther Furth,2,1
2022-05-14,2021/2022,34,Leverkusen,Freiburg,2,1
2022-05-14,2021/2022,34,Wolfsburg,Bayern Munich,2,2
2022-08-05,2022/2023,1,Ein Frankfurt,Bayern Munich,1,6
2022-08-06,2022/2023,1,Augsburg,Freiburg,0,4
2022-08-06,2022/2023,1,Bochum,Mainz,1,2
2022-08-06,2022/2023,1,M'gladbach,Hoffenheim,3,1
2022-08-06,2022/2023,1,Union Berlin,Hertha,3,1
2022-08-06,2022/2023,1,Wolfsburg,Werder Bremen,2,2
2022-08-06,2022/2023,1,Dortmund,Leverkusen,1,0
2022-08-07,2022/2023,1,Stuttgart,RB Leipzig,1,1
2022-08-07,2022/2023,1,FC Koln,Schalke 04,3,1
2022-08-12,2022/2023,2,Freiburg,Dortmund,1,3
2022-08-13,2022/2023,2,Schalke 04,M'gladbach,2,2
2022-08-13,2022/2023,2,Werder Bremen,Stuttgart,2,2
2022-08-13,2022/2023,2,RB Leipzig,FC Koln,2,2
2022-08-13,2022/2023,2,Hertha,Ein Frankfurt,1,1
2022-08-13,2022/2023,2,Hoffenheim,Bochum,3,2
2022-08-13,2022/2023,2,Leverkusen,Augsburg,1,2
2022-08-14,2022/2023,2,Mainz,Union Berlin,0,0
2022-08-14,2022/2023,2,Bayern Munich,Wolfsburg,2,0
2022-08-19,2022/2023,3,M'gladbach,Hertha,1,0
2022-08-20,2022/2023,3,Wolfsburg,Schalke 04,0,0
2022-08-20,2022/2023,3,Union Berlin,RB Leipzig,2,1
2022-08-20,2022/2023,3,Stuttgart,Freiburg,0,1
2022-08-20,2022/2023,3,Augsburg,Mainz,1,2
2022-08-20,2022/2023,3,Dortmund,Werder Bremen,2,3
2022-08-20,2022/2023,3,Leverkusen,Hoffenheim,0,3
2022-08-21,2022/2023,3,Ein Frankfurt,FC Koln,1,1
2022-08-21,2022/2023,3,Bochum,Bayern Munich,0,7
2022-08-26,2022/2023,4,Freiburg,Bochum,1,0
2022-08-27,2022/2023,4,Bayern Munich,M'gladbach,1,1
2022-08-27,2022/2023,4,Schalke 04,Union Berlin,1,6
2022-08-27,2022/2023,4,RB Leipzig,Wolfsburg,2,0
2022-08-27,2022/2023,4,Hoffenheim,Augsburg,1,0
2022-08-27,2022/2023,4,Hertha,Dortmund,0,1
2022-08-27,2022/2023,4,Mainz,Leverkusen,0,3
2022-08-28,2022/2023,4,FC Koln,Stuttgart,0,0
2022-08-28,2022/2023,4,Werder Bremen,Ein Frankfurt,3,4
2022-09-02,2022/2023,5,Dortmund,Hoffenheim,1,0
2022-09-03,2022/2023,5,Wolfsburg,FC Koln,2,4
2022-09-03,2022/2023,5,Ein Frankfurt,RB Leipzig,4,0
2022-09-03,2022/2023,5,Union Berlin,Bayern Munich,1,1
2022-09-03,2022/2023,5,Bochum,Werder Bremen,0,2
2022-09-03,2022/2023,5,Leverkusen,Freiburg,2,3
2022-09-03,2022/2023,5,Stuttgart,Schalke 04,1,1
2022-09-04,2022/2023,5,Augsburg,Hertha,0,2
2022-09-04,2022/2023,5,M'gladbach,Mainz,0,1
2022-09-09,2022/2023,6,Werder Bremen,Augsburg,0,1
2022-09-10,2022/2023,6,Bayern Munich,Stuttgart,2,2
2022-09-10,2022/2023,6,Ein Frankfurt,Wolfsburg,0,1
2022-09-10,2022/2023,6,Hertha,Leverkusen,2,2
2022-09-10,2022/2023,6,Hoffenheim,Mainz,4,1
2022-09-10,2022/2023,6,RB Leipzig,Dortmund,3,0
2022-09-10,2022/2023,6,Schalke 04,Bochum,3,1
2022-09-11,2022/2023,6,FC Koln,Union Berlin,0,1
2022-09-11,2022/2023,6,Freiburg,M'gladbach,0,0
2022-09-16,2022/2023,7,Mainz,Hertha,1,1
2022-09-17,2022/2023,7,M'gladbach,RB Leipzig,3,0
2022-09-17,2022/2023,7,Stuttgart,Ein Frankfurt,1,3
2022-09-17,2022/2023,7,Leverkusen,Werder Bremen,1,1
2022-09-17,2022/2023,7,Augsburg,Bayern Munich,1,0
2022-09-17,2022/2023,7,Dortmund,Schalke 04,1,0
2022-09-18,2022/2023,7,Union Berlin,Wolfsburg,2,0
2022-09-18,2022/2023,7,Bochum,FC Koln,1,1
2022-09-18,2022/2023,7,Hoffenheim,Freiburg,0,0
2022-09-30,2022/2023,8,Bayern Munich,Leverkusen,4,0
2022-10-01,2022/2023,8,Werder Bremen,M'gladbach,5,1
2022-10-01,2022/2023,8,Wolfsburg,Stuttgart,3,2
2022-10-01,2022/2023,8,RB Leipzig,Bochum,4,0
2022-10-01,2022/2023,8,Freiburg,Mainz,2,1
2022-10-01,2022/2023,8,Ein Frankfurt,Union Berlin,2,0
2022-10-01,2022/2023,8,FC Koln,Dortmund,3,2
2022-10-02,2022/2023,8,Hertha,Hoffenheim,1,1
2022-10-02,2022/2023,8,Schalke 04,Augsburg,2,3
2022-10-07,2022/2023,9,Hoffenheim,Werder Bremen,1,2
2022-10-08,2022/2023,9,Dortmund,Bayern Munich,2,2
2022-10-08,2022/2023,9,Mainz,RB Leipzig,1,1
2022-10-08,2022/2023,9,Bochum,Ein Frankfurt,3,0
2022-10-08,2022/2023,9,Leverkusen,Schalke 04,4,0
2022-10-08,2022/2023,9,Augsburg,Wolfsburg,1,1
2022-10-09,2022/2023,9,M'gladbach,FC Koln,5,2
2022-10-09,2022/2023,9,Hertha,Freiburg,2,2
2022-10-09,2022/2023,9,Stuttgart,Union Berlin,0,1
2022-10-14,2022/2023,10,Schalke 04,Hoffenheim,0,3
2022-10-15,2022/2023,10,RB Leipzig,Hertha,3,2
2022-10-15,2022/2023,10,Wolfsburg,M'gladbach,2,2
2022-10-15,2022/2023,10,Werder Bremen,Mainz,0,2
2022-10-15,2022/2023,10,Stuttgart,Bochum,4,1
2022-10-15,2022/2023,10,Ein Frankfurt,Leverkusen,5,1
2022-10-16,2022/2023,10,FC Koln,Augsburg,3,2
2022-10-16,2022/2023,10,Union Berlin,Dortmund,2,0
2022-10-16,2022/2023,10,Bayern Munich,Freiburg,5,0
2022-10-21,2022/2023,11,Mainz,FC Koln,5,0
2022-10-22,2022/2023,11,M'gladbach,Ein Frankfurt,1,3
2022-10-22,2022/2023,11,Leverkusen,Wolfsburg,2,2
2022-10-22,2022/2023,11,Hoffenheim,Bayern Munich,0,2
2022-10-22,2022/2023,11,Freiburg,Werder Bremen,2,0
2022-10-22,2022/2023,11,Dortmund,Stuttgart,5,0
2022-10-22,2022/2023,11,Augsburg,RB Leipzig,3,3
2022-10-23,2022/2023,11,Bochum,Union Berlin,2,1
2022-10-23,2022/2023,11,Hertha,Schalke 04,2,1
2022-10-28,2022/2023,12,Werder Bremen,Hertha,1,0
2022-10-29,2022/2023,12,Ein Frankfurt,Dortmund,1,2
2022-10-29,2022/2023,12,Stuttgart,Augsburg,2,1
2022-10-29,2022/2023,12,Wolfsburg,Bochum,4,0
2022-10-29,2022/2023,12,Bayern Munich,Mainz,6,2
2022-10-29,2022/2023,12,RB Leipzig,Leverkusen,2,0
2022-10-30,2022/2023,12,Union Berlin,M'gladbach,2,1
2022-10-30,2022/2023,12,Schalke 04,Freiburg,0,2
2022-10-30,2022/2023,12,FC Koln,Hoffenheim,1,1
2022-11-04,2022/2023,13,M'gladbach,Stuttgart,3,1
2022-11-05,2022/2023,13,Mainz,Wolfsburg,0,3
2022-11-05,2022/2023,13,Werder Bremen,Schalke 04,2,1
2022-11-05,2022/2023,13,Hoffenheim,RB Leipzig,1,3
2022-11-05,2022/2023,13,Hertha,Bayern Munich,2,3
2022-11-05,2022/2023,13,Dortmund,Bochum,3,0
2022-11-05,2022/2023,13,Augsburg,Ein Frankfurt,1,2
2022-11-06,2022/2023,13,Leverkusen,Union Berlin,5,0
2022-11-06,2022/2023,13,Freiburg,FC Koln,2,0
2022-11-08,2022/2023,14,Wolfsburg,Dortmund,2,0
2022-11-08,2022/2023,14,Bayern Munich,Werder Bremen,6,1
2022-11-08,2022/2023,14,Bochum,M'gladbach,2,1
2022-11-08,2022/2023,14,Stuttgart,Hertha,2,1
2022-11-09,2022/2023,14,FC Koln,Leverkusen,1,2
2022-11-09,2022/2023,14,Ein Frankfurt,Hoffenheim,4,2
2022-11-09,2022/2023,14,RB Leipzig,Freiburg,3,1
2022-11-09,2022/2023,14,Schalke 04,Mainz,1,0
2022-11-09,2022/2023,14,Union Berlin,Augsburg,2,2
2022-11-11,2022/2023,15,M'gladbach,Dortmund,4,2
2022-11-12,2022/2023,15,Schalke 04,Bayern Munich,0,2
2022-11-12,2022/2023,15,Werder Bremen,RB Leipzig,1,2
2022-11-12,2022/2023,15,Leverkusen,Stuttgart,2,0
2022-11-12,2022/2023,15,Hertha,FC Koln,2,0
2022-11-12,2022/2023,15,Augsburg,Bochum,0,1
2022-11-12,2022/2023,15,Hoffenheim,Wolfsburg,1,2
2022-11-13,2022/2023,15,Mainz,Ein Frankfurt,1,1
2022-11-13,2022/2023,15,Freiburg,Union Berlin,4,1
2023-01-20,2022/2023,16,RB Leipzig,Bayern Munich,1,1
2023-01-21,2022/2023,16,Stuttgart,Mainz,1,1
2023-01-21,2022/2023,16,Bochum,Hertha,3,1
2023-01-21,2022/2023,16,Ein Frankfurt,Schalke 04,3,0
2023-01-21,2022/2023,16,Union Berlin,Hoffenheim,3,1
2023-01-21,2022/2023,16,Wolfsburg,Freiburg,6,0
2023-01-21,2022/2023,16,FC Koln,Werder Bremen,7,1
2023-01-22,2022/2023,16,Dortmund,Augsburg,4,3
2023-01-22,2022/2023,16,M'gladbach,Leverkusen,2,3
2023-01-24,2022/2023,17,Bayern Munich,FC Koln,1,1
2023-01-24,2022/2023,17,Hertha,Wolfsburg,0,5
2023-01-24,2022/2023,17,Schalke 04,RB Leipzig,1,6
2023-01-24,2022/2023,17,Hoffenheim,Stuttgart,2,2
2023-01-25,2022/2023,17,Leverkusen,Bochum,2,0
2023-01-25,2022/2023,17,Freiburg,Ein Frankfurt,1,1
2023-01-25,2022/2023,17,Werder Bremen,Union Berlin,1,2
2023-01-25,2022/2023,17,Mainz,Dortmund,1,2
2023-01-25,2022/2023,17,Augsburg,M'gladbach,1,0
2023-01-27,2022/2023,18,RB Leipzig,Stuttgart,2,1
2023-01-28,2022/2023,18,Freiburg,Augsburg,3,1
2023-01-28,2022/2023,18,Hertha,Union Berlin,0,2
2023-01-28,2022/2023,18,Hoffenheim,M'gladbach,1,4
2023-01-28,2022/2023,18,Mainz,Bochum,5,2
2023-01-28,2022/2023,18,Werder Bremen,Wolfsburg,2,1
2023-01-28,2022/2023,18,Bayern Munich,Ein Frankfurt,1,1
2023-01-29,2022/2023,18,Schalke 04,FC Koln,0,0
2023-01-29,2022/2023,18,Leverkusen,Dortmund,0,2
2023-02-03,2022/2023,19,Augsburg,Leverkusen,1,0
2023-02-04,2022/2023,19,Bochum,Hoffenheim,5,2
2023-02-04,2022/2023,19,Dortmund,Freiburg,5,1
2023-02-04,2022/2023,19,Ein Frankfurt,Hertha,3,0
2023-02-04,2022/2023,19,FC Koln,RB Leipzig,0,0
2023-02-04,2022/2023,19,Union Berlin,Mainz,2,1
2023-02-04,2022/2023,19,M'gladbach,Schalke 04,0,0
2023-02-05,2022/2023,19,Wolfsburg,Bayern Munich,2,4
2023-02-05,2022/2023,19,Stuttgart,Werder Bremen,0,2
2023-02-10,2022/2023,20,Schalke 04,Wolfsburg,0,0
2023-02-11,2022/2023,20,Bayern Munich,Bochum,3,0
2023-02-11,2022/2023,20,Freiburg,Stuttgart,2,1
2023-02-11,2022/2023,20,Hoffenheim,Leverkusen,1,3
2023-02-11,2022/2023,20,Mainz,Augsburg,3,1
2023-02-11,2022/2023,20,Werder Bremen,Dortmund,0,2
2023-02-11,2022/2023,20,RB Leipzig,Union Berlin,1,2
2023-02-12,2022/2023,20,FC Koln,Ein Frankfurt,3,0
2023-02-12,2022/2023,20,Hertha,M'gladbach,4,1
2023-02-17,2022/2023,21,Augsburg,Hoffenheim,1,0
2023-02-18,2022/2023,21,Bochum,Freiburg,0,2
2023-02-18,2022/2023,21,M'gladbach,Bayern Munich,3,2
2023-02-18,2022/2023,21,Stuttgart,FC Koln,3,0
2023-02-18,2022/2023,21,Wolfsburg,RB Leipzig,0,3
2023-02-18,2022/2023,21,Ein Frankfurt,Werder Bremen,2,0
2023-02-19,2022/2023,21,Dortmund,Hertha,4,1
2023-02-19,2022/2023,21,Union Berlin,Schalke 04,0,0
2023-02-19,2022/2023,21,Leverkusen,Mainz,2,3
2023-02-24,2022/2023,22,Mainz,M'gladbach,4,0
2023-02-25,2022/2023,22,FC Koln,Wolfsburg,0,2
2023-02-25,2022/2023,22,Hertha,Augsburg,2,0
2023-02-25,2022/2023,22,Hoffenheim,Dortmund,0,1
2023-02-25,2022/2023,22,RB Leipzig,Ein Frankfurt,2,1
2023-02-25,2022/2023,22,Werder Bremen,Bochum,3,0
2023-02-25,2022/2023,22,Schalke 04,Stuttgart,2,1
2023-02-26,2022/2023,22,Freiburg,Leverkusen,1,1
2023-02-26,2022/2023,22,Bayern Munich,Union Berlin,3,0
2023-03-03,2022/2023,23,Dortmund,RB Leipzig,2,1
2023-03-04,2022/2023,23,Stuttgart,Bayern Munich,1,2
2023-03-04,2022/2023,23,Union Berlin,FC Koln,0,0
2023-03-04,2022/2023,23,M'gladbach,Freiburg,0,0
2023-03-04,2022/2023,23,Augsburg,Werder Bremen,2,1
2023-03-04,2022/2023,23,Bochum,Schalke 04,0,2
2023-03-04,2022/2023,23,Mainz,Hoffenheim,1,0
2023-03-05,2022/2023,23,Leverkusen,Hertha,4,1
2023-03-05,2022/2023,23,Wolfsburg,Ein Frankfurt,2,2
2023-03-10,2022/2023,24,FC Koln,Bochum,0,2
2023-03-11,2022/2023,24,Schalke 04,Dortmund,2,2
2023-03-11,2022/2023,24,RB Leipzig,M'gladbach,3,0
2023-03-11,2022/2023,24,Ein Frankfurt,Stuttgart,1,1
2023-03-11,2022/2023,24,Bayern Munich,Augsburg,5,3
2023-03-11,2022/2023,24,Hertha,Mainz,1,1
2023-03-12,2022/2023,24,Freiburg,Hoffenheim,2,1
2023-03-12,2022/2023,24,Werder Bremen,Leverkusen,2,3
2023-03-12,2022/2023,24,Wolfsburg,Union Berlin,1,1
2023-03-17,2022/2023,25,M'gladbach,Werder Bremen,2,2
2023-03-18,2022/2023,25,Hoffenheim,Hertha,3,1
2023-03-18,2022/2023,25,Augsburg,Schalke 04,1,1
2023-03-18,2022/2023,25,Bochum,RB Leipzig,1,0
2023-03-18,2022/2023,25,Stuttgart,Wolfsburg,0,1
2023-03-18,2022/2023,25,Dortmund,FC Koln,6,1
2023-03-19,2022/2023,25,Union Berlin,Ein Frankfurt,2,0
2023-03-19,2022/2023,25,Leverkusen,Bayern Munich,2,1
2023-03-19,2022/2023,25,Mainz,Freiburg,1,1
2023-03-31,2022/2023,26,Ein Frankfurt,Bochum,1,1
2023-04-01,2022/2023,26,Union Berlin,Stuttgart,3,0
2023-04-01,2022/2023,26,Wolfsburg,Augsburg,2,2
2023-04-01,2022/2023,26,Bayern Munich,Dortmund,4,2
2023-04-01,2022/2023,26,Schalke 04,Leverkusen,0,3
2023-04-01,2022/2023,26,Freiburg,Hertha,1,1
2023-04-01,2022/2023,26,RB Leipzig,Mainz,0,3
2023-04-02,2022/2023,26,FC Koln,M'gladbach,0,0
2023-04-02,2022/2023,26,Werder Bremen,Hoffenheim,1,2
2023-04-08,2022/2023,27,Augsburg,FC Koln,1,3
2023-04-08,2022/2023,27,Dortmund,Union Berlin,2,1
2023-04-08,2022/2023,27,Freiburg,Bayern Munich,0,1
2023-04-08,2022/2023,27,Leverkusen,Ein Frankfurt,3,1
2023-04-08,2022/2023,27,Mainz,Werder Bremen,2,2
2023-04-08,2022/2023,27,Hertha,RB Leipzig,0,1
2023-04-09,2022/2023,27,M'gladbach,Wolfsburg,2,0
2023-04-09,2022/2023,27,Bochum,Stuttgart,2,3
2023-04-09,2022/2023,27,Hoffenheim,Schalke 04,2,0
2023-04-14,2022/2023,28,Schalke 04,Hertha,5,2
2023-04-15,2022/2023,28,Ein Frankfurt,M'gladbach,1,1
2023-04-15,2022/2023,28,Stuttgart,Dortmund,3,3
2023-04-15,2022/2023,28,RB Leipzig,Augsburg,3,2
2023-04-15,2022/2023,28,FC Koln,Mainz,1,1
2023-04-15,2022/2023,28,Bayern Munich,Hoffenheim,1,1
2023-04-16,2022/2023,28,Werder Bremen,Freiburg,1,2
2023-04-16,2022/2023,28,Union Berlin,Bochum,1,1
2023-04-16,2022/2023,28,Wolfsburg,Leverkusen,0,0
2023-04-21,2022/2023,29,Augsburg,Stuttgart,1,1
2023-04-22,2022/2023,29,Dortmund,Ein Frankfurt,4,0
2023-04-22,2022/2023,29,Mainz,Bayern Munich,3,1
2023-04-22,2022/2023,29,Hoffenheim,FC Koln,1,3
2023-04-22,2022/2023,29,Hertha,Werder Bremen,2,4
2023-04-22,2022/2023,29,Bochum,Wolfsburg,1,5
2023-04-23,2022/2023,29,Freiburg,Schalke 04,4,0
2023-04-23,2022/2023,29,Leverkusen,RB Leipzig,2,0
2023-04-23,2022/2023,29,M'gladbach,Union Berlin,0,1
2023-04-28,2022/2023,30,Bochum,Dortmund,1,1
2023-04-29,2022/2023,30,Union Berlin,Leverkusen,0,0
2023-04-29,2022/2023,30,Stuttgart,M'gladbach,2,1
2023-04-29,2022/2023,30,Schalke 04,Werder Bremen,2,1
2023-04-29,2022/2023,30,FC Koln,Freiburg,0,1
2023-04-29,2022/2023,30,Ein Frankfurt,Augsburg,1,1
2023-04-29,2022/2023,30,RB Leipzig,Hoffenheim,1,0
2023-04-30,2022/2023,30,Bayern Munich,Hertha,2,0
2023-04-30,2022/2023,30,Wolfsburg,Mainz,3,0
2023-05-05,2022/2023,31,Leverkusen,FC Koln,1,2
2023-05-05,2022/2023,31,Mainz,Schalke 04,2,3
2023-05-06,2022/2023,31,Werder Bremen,Bayern Munich,1,2
2023-05-06,2022/2023,31,M'gladbach,Bochum,2,0
2023-05-06,2022/2023,31,Hoffenheim,Ein Frankfurt,3,1
2023-05-06,2022/2023,31,Freiburg,RB Leipzig,0,1
2023-05-06,2022/2023,31,Augsburg,Union Berlin,1,0
2023-05-06,2022/2023,31,Hertha,Stuttgart,2,1
2023-05-07,2022/2023,31,Dortmund,Wolfsburg,6,0
2023-05-12,2022/2023,32,FC Koln,Hertha,5,2
2023-05-13,2022/2023,32,Wolfsburg,Hoffenheim,2,1
2023-05-13,2022/2023,32,Union Berlin,Freiburg,4,2
2023-05-13,2022/2023,32,Dortmund,M'gladbach,5,2
2023-05-13,2022/2023,32,Bochum,Augsburg,3,2
2023-05-13,2022/2023,32,Bayern Munich,Schalke 04,6,0
2023-05-13,2022/2023,32,Ein Frankfurt,Mainz,3,0
2023-05-14,2022/2023,32,Stuttgart,Leverkusen,1,1
2023-05-14,2022/2023,32,RB Leipzig,Werder Bremen,2,1
2023-05-19,2022/2023,33,Freiburg,Wolfsburg,2,0
2023-05-20,2022/2023,33,Hertha,Bochum,1,1
2023-05-20,2022/2023,33,Hoffenheim,Union Berlin,4,2
2023-05-20,2022/2023,33,Schalke 04,Ein Frankfurt,2,2
2023-05-20,2022/2023,33,Werder Bremen,FC Koln,1,1
2023-05-20,2022/2023,33,Bayern Munich,RB Leipzig,1,3
2023-05-21,2022/2023,33,Leverkusen,M'gladbach,2,2
2023-05-21,2022/2023,33,Mainz,Stuttgart,1,4
2023-05-21,2022/2023,33,Augsburg,Dortmund,0,3
2023-05-27,2022/2023,34,Union Berlin,Werder Bremen,1,0
2023-05-27,2022/2023,34,Bochum,Leverkusen,3,0
2023-05-27,2022/2023,34,Dortmund,Mainz,2,2
2023-05-27,2022/2023,34,Ein Frankfurt,Freiburg,2,1
2023-05-27,2022/2023,34,FC Koln,Bayern Munich,1,2
2023-05-27,2022/2023,34,M'gladbach,Augsburg,2,0
2023-05-27,2022/2023,34,RB Leipzig,Schalke 04,4,2
2023-05-27,2022/2023,34,Stuttgart,Hoffenheim,1,1
2023-05-27,2022/2023,34,Wolfsburg,Hertha,1,2
